nconst,category,primaryName,birthYear,deathYear,knownForTitles
nm0000434,actor,Mark Hamill,1951.0,,"tt0076759,tt0086190,tt0080684,tt2527336"
nm0000434,actor,Mark Hamill,1951.0,,"tt0076759,tt0086190,tt0080684,tt2527336"
nm0000434,actor,Mark Hamill,1951.0,,"tt0076759,tt0086190,tt0080684,tt2527336"
nm0000434,actor,Mark Hamill,1951.0,,"tt0076759,tt0086190,tt0080684,tt2527336"
nm0000148,actor,Harrison Ford,1942.0,,"tt0082971,tt0106977,tt0118571,tt0090329"
nm0000148,actor,Harrison Ford,1942.0,,"tt0082971,tt0106977,tt0118571,tt0090329"
nm0000148,actor,Harrison Ford,1942.0,,"tt0082971,tt0106977,tt0118571,tt0090329"
nm0000402,actress,Carrie Fisher,1956.0,2016.0,"tt0076759,tt2527336,tt0086190,tt0080684"
nm0000402,actress,Carrie Fisher,1956.0,2016.0,"tt0076759,tt2527336,tt0086190,tt0080684"
nm0000402,actress,Carrie Fisher,1956.0,2016.0,"tt0076759,tt2527336,tt0086190,tt0080684"
nm0000402,actress,Carrie Fisher,1956.0,2016.0,"tt0076759,tt2527336,tt0086190,tt0080684"
nm0000027,actor,Alec Guinness,1914.0,2000.0,"tt0051739,tt0041546,tt0050212,tt0076759"
nm0000184,director,George Lucas,1944.0,,"tt0082971,tt0066434,tt0076759,tt0069704"
nm0000184,writer,George Lucas,1944.0,,"tt0082971,tt0066434,tt0076759,tt0069704"
nm0000184,writer,George Lucas,1944.0,,"tt0082971,tt0066434,tt0076759,tt0069704"
nm0000184,director,George Lucas,1944.0,,"tt0082971,tt0066434,tt0076759,tt0069704"
nm0000184,director,George Lucas,1944.0,,"tt0082971,tt0066434,tt0076759,tt0069704"
nm0000184,director,George Lucas,1944.0,,"tt0082971,tt0066434,tt0076759,tt0069704"
nm0000184,writer,George Lucas,1944.0,,"tt0082971,tt0066434,tt0076759,tt0069704"
nm0000184,writer,George Lucas,1944.0,,"tt0082971,tt0066434,tt0076759,tt0069704"
nm0000184,writer,George Lucas,1944.0,,"tt0082971,tt0066434,tt0076759,tt0069704"
nm0001037,actor,Graham Chapman,1941.0,1989.0,"tt0063929,tt0085959,tt0071853,tt0079470"
nm0001037,actor,Graham Chapman,1941.0,1989.0,"tt0063929,tt0085959,tt0071853,tt0079470"
nm0001037,actor,Graham Chapman,1941.0,1989.0,"tt0063929,tt0085959,tt0071853,tt0079470"
nm0000092,actor,John Cleese,1939.0,,"tt0095159,tt0063929,tt0071853,tt0085959"
nm0000092,actor,John Cleese,1939.0,,"tt0095159,tt0063929,tt0071853,tt0085959"
nm0000092,actor,John Cleese,1939.0,,"tt0095159,tt0063929,tt0071853,tt0085959"
nm0001589,actor,Michael Palin,1943.0,,"tt0085959,tt0081633,tt0079470,tt0071853"
nm0001589,actor,Michael Palin,1943.0,,"tt0085959,tt0081633,tt0079470,tt0071853"
nm0001589,writer,Michael Palin,1943.0,,"tt0085959,tt0081633,tt0079470,tt0071853"
nm0000416,actor,Terry Gilliam,1940.0,,"tt0071853,tt0085959,tt0088846,tt0081633"
nm0000416,director,Terry Gilliam,1940.0,,"tt0071853,tt0085959,tt0088846,tt0081633"
nm0000416,actor,Terry Gilliam,1940.0,,"tt0071853,tt0085959,tt0088846,tt0081633"
nm0000416,actor,Terry Gilliam,1940.0,,"tt0071853,tt0085959,tt0088846,tt0081633"
nm0001402,director,Terry Jones,1942.0,2020.0,"tt0085959,tt0118172,tt0079470,tt0071853"
nm0001402,writer,Terry Jones,1942.0,2020.0,"tt0085959,tt0118172,tt0079470,tt0071853"
nm0001402,director,Terry Jones,1942.0,2020.0,"tt0085959,tt0118172,tt0079470,tt0071853"
nm0001385,writer,Eric Idle,1943.0,,"tt0096764,tt0071853,tt0085959,tt0079470"
nm0001385,writer,Eric Idle,1943.0,,"tt0096764,tt0071853,tt0085959,tt0079470"
nm0001385,actor,Eric Idle,1943.0,,"tt0096764,tt0071853,tt0085959,tt0079470"
nm0000209,actor,Tim Robbins,1958.0,,"tt0112818,tt0091225,tt0105151,tt0327056"
nm0000209,actor,Tim Robbins,1958.0,,"tt0112818,tt0091225,tt0105151,tt0327056"
nm0000151,actor,Morgan Freeman,1937.0,,"tt0114369,tt0405159,tt1057500,tt0097239"
nm0000151,actor,Morgan Freeman,1937.0,,"tt0114369,tt0405159,tt1057500,tt0097239"
nm0000151,actor,Morgan Freeman,1937.0,,"tt0114369,tt0405159,tt1057500,tt0097239"
nm0348409,actor,Bob Gunton,1945.0,,"tt3322312,tt3305388,tt0285331,tt0111161"
nm0006669,actor,William Sadler,1950.0,,"tt0099423,tt0101452,tt0111161,tt0884328"
nm0001104,director,Frank Darabont,1959.0,,"tt0111161,tt1520211,tt0884328,tt0120689"
nm0000175,writer,Stephen King,1947.0,,"tt0083767,tt0324864,tt0111161,tt0091499"
nm0000175,writer,Stephen King,1947.0,,"tt0083767,tt0324864,tt0111161,tt0091499"
nm0000138,actor,Leonardo DiCaprio,1974.0,,"tt1375666,tt0993846,tt0407887,tt0120338"
nm0000138,actor,Leonardo DiCaprio,1974.0,,"tt1375666,tt0993846,tt0407887,tt0120338"
nm0000138,actor,Leonardo DiCaprio,1974.0,,"tt1375666,tt0993846,tt0407887,tt0120338"
nm0000138,actor,Leonardo DiCaprio,1974.0,,"tt1375666,tt0993846,tt0407887,tt0120338"
nm0000138,actor,Leonardo DiCaprio,1974.0,,"tt1375666,tt0993846,tt0407887,tt0120338"
nm0000138,actor,Leonardo DiCaprio,1974.0,,"tt1375666,tt0993846,tt0407887,tt0120338"
nm0000138,actor,Leonardo DiCaprio,1974.0,,"tt1375666,tt0993846,tt0407887,tt0120338"
nm0000138,actor,Leonardo DiCaprio,1974.0,,"tt1375666,tt0993846,tt0407887,tt0120338"
nm0000138,actor,Leonardo DiCaprio,1974.0,,"tt1375666,tt0993846,tt0407887,tt0120338"
nm0330687,actor,Joseph Gordon-Levitt,1981.0,,"tt2229499,tt1375666,tt1306980,tt1276104"
nm0330687,actor,Joseph Gordon-Levitt,1981.0,,"tt2229499,tt1375666,tt1306980,tt1276104"
nm0330687,actor,Joseph Gordon-Levitt,1981.0,,"tt2229499,tt1375666,tt1306980,tt1276104"
nm0330687,actor,Joseph Gordon-Levitt,1981.0,,"tt2229499,tt1375666,tt1306980,tt1276104"
nm0330687,actor,Joseph Gordon-Levitt,1981.0,,"tt2229499,tt1375666,tt1306980,tt1276104"
nm0330687,actor,Joseph Gordon-Levitt,1981.0,,"tt2229499,tt1375666,tt1306980,tt1276104"
nm0330687,actor,Joseph Gordon-Levitt,1981.0,,"tt2229499,tt1375666,tt1306980,tt1276104"
nm0330687,actor,Joseph Gordon-Levitt,1981.0,,"tt2229499,tt1375666,tt1306980,tt1276104"
nm0330687,actor,Joseph Gordon-Levitt,1981.0,,"tt2229499,tt1375666,tt1306980,tt1276104"
nm0680983,actor,Elliot Page,1987.0,,"tt0467406,tt1877832,tt0424136,tt1375666"
nm0913822,actor,Ken Watanabe,1959.0,,"tt0325710,tt0831387,tt3741700,tt1375666"
nm0913822,actor,Ken Watanabe,1959.0,,"tt0325710,tt0831387,tt3741700,tt1375666"
nm0634240,director,Christopher Nolan,1970.0,,"tt1375666,tt6723592,tt0482571,tt0816692"
nm0634240,director,Christopher Nolan,1970.0,,"tt1375666,tt6723592,tt0482571,tt0816692"
nm0634240,director,Christopher Nolan,1970.0,,"tt1375666,tt6723592,tt0482571,tt0816692"
nm0634240,director,Christopher Nolan,1970.0,,"tt1375666,tt6723592,tt0482571,tt0816692"
nm0634240,director,Christopher Nolan,1970.0,,"tt1375666,tt6723592,tt0482571,tt0816692"
nm0634240,writer,Christopher Nolan,1970.0,,"tt1375666,tt6723592,tt0482571,tt0816692"
nm0001850,actor,Billy Dee Williams,1937.0,,"tt2527338,tt0080684,tt0086190,tt4116284"
nm0001850,actor,Billy Dee Williams,1937.0,,"tt2527338,tt0080684,tt0086190,tt4116284"
nm0549658,director,Richard Marquand,1937.0,1987.0,"tt0107711,tt0086190,tt0089360,tt1043199"
nm0001410,writer,Lawrence Kasdan,1949.0,,"tt0090022,tt0111756,tt0085244,tt0082971"
nm0001410,writer,Lawrence Kasdan,1949.0,,"tt0090022,tt0111756,tt0085244,tt0082971"
nm0001410,writer,Lawrence Kasdan,1949.0,,"tt0090022,tt0111756,tt0085244,tt0082971"
nm0449984,director,Irvin Kershner,1923.0,2010.0,"tt0086006,tt0110725,tt0080684,tt0100502"
nm0102824,writer,Leigh Brackett,1915.0,1978.0,"tt0038355,tt0080684,tt0070334,tt0061619"
nm0000704,actor,Elijah Wood,1981.0,,"tt0167260,tt0167261,tt0338013,tt0120737"
nm0000704,actor,Elijah Wood,1981.0,,"tt0167260,tt0167261,tt0338013,tt0120737"
nm0000704,actor,Elijah Wood,1981.0,,"tt0167260,tt0167261,tt0338013,tt0120737"
nm0000704,actor,Elijah Wood,1981.0,,"tt0167260,tt0167261,tt0338013,tt0120737"
nm0001557,actor,Viggo Mortensen,1958.0,,"tt0167260,tt0765443,tt3553976,tt0167261"
nm0001557,actor,Viggo Mortensen,1958.0,,"tt0167260,tt0765443,tt3553976,tt0167261"
nm0001557,actor,Viggo Mortensen,1958.0,,"tt0167260,tt0765443,tt3553976,tt0167261"
nm0005212,actor,Ian McKellen,1939.0,,"tt0120737,tt0120684,tt0167261,tt0167260"
nm0005212,actor,Ian McKellen,1939.0,,"tt0120737,tt0120684,tt0167261,tt0167260"
nm0005212,actor,Ian McKellen,1939.0,,"tt0120737,tt0120684,tt0167261,tt0167260"
nm0005212,actor,Ian McKellen,1939.0,,"tt0120737,tt0120684,tt0167261,tt0167260"
nm0005212,actor,Ian McKellen,1939.0,,"tt0120737,tt0120684,tt0167261,tt0167260"
nm0005212,actor,Ian McKellen,1939.0,,"tt0120737,tt0120684,tt0167261,tt0167260"
nm0005212,actor,Ian McKellen,1939.0,,"tt0120737,tt0120684,tt0167261,tt0167260"
nm0005212,actor,Ian McKellen,1939.0,,"tt0120737,tt0120684,tt0167261,tt0167260"
nm0005212,actor,Ian McKellen,1939.0,,"tt0120737,tt0120684,tt0167261,tt0167260"
nm0005212,actor,Ian McKellen,1939.0,,"tt0120737,tt0120684,tt0167261,tt0167260"
nm0089217,actor,Orlando Bloom,1977.0,,"tt0325980,tt0120737,tt0167261,tt0167260"
nm0089217,actor,Orlando Bloom,1977.0,,"tt0325980,tt0120737,tt0167261,tt0167260"
nm0089217,actor,Orlando Bloom,1977.0,,"tt0325980,tt0120737,tt0167261,tt0167260"
nm0089217,actor,Orlando Bloom,1977.0,,"tt0325980,tt0120737,tt0167261,tt0167260"
nm0001392,director,Peter Jackson,1961.0,,"tt0360717,tt0120737,tt0092610,tt0167260"
nm0001392,director,Peter Jackson,1961.0,,"tt0360717,tt0120737,tt0092610,tt0167260"
nm0001392,director,Peter Jackson,1961.0,,"tt0360717,tt0120737,tt0092610,tt0167260"
nm0001392,director,Peter Jackson,1961.0,,"tt0360717,tt0120737,tt0092610,tt0167260"
nm0001392,director,Peter Jackson,1961.0,,"tt0360717,tt0120737,tt0092610,tt0167260"
nm0001392,director,Peter Jackson,1961.0,,"tt0360717,tt0120737,tt0092610,tt0167260"
nm0866058,writer,J.R.R. Tolkien,1892.0,1973.0,"tt0903624,tt0120737,tt0167260,tt0167261"
nm0866058,writer,J.R.R. Tolkien,1892.0,1973.0,"tt0903624,tt0120737,tt0167260,tt0167261"
nm0866058,writer,J.R.R. Tolkien,1892.0,1973.0,"tt0903624,tt0120737,tt0167260,tt0167261"
nm0866058,writer,J.R.R. Tolkien,1892.0,1973.0,"tt0903624,tt0120737,tt0167260,tt0167261"
nm0866058,writer,J.R.R. Tolkien,1892.0,1973.0,"tt0903624,tt0120737,tt0167260,tt0167261"
nm0866058,writer,J.R.R. Tolkien,1892.0,1973.0,"tt0903624,tt0120737,tt0167260,tt0167261"
nm0866058,writer,J.R.R. Tolkien,1892.0,1973.0,"tt0903624,tt0120737,tt0167260,tt0167261"
nm0866058,writer,J.R.R. Tolkien,1892.0,1973.0,"tt0903624,tt0120737,tt0167260,tt0167261"
nm0866058,writer,J.R.R. Tolkien,1892.0,1973.0,"tt0903624,tt0120737,tt0167260,tt0167261"
nm0866058,writer,J.R.R. Tolkien,1892.0,1973.0,"tt0903624,tt0120737,tt0167260,tt0167261"
nm0866058,writer,J.R.R. Tolkien,1892.0,1973.0,"tt0903624,tt0120737,tt0167260,tt0167261"
nm0866058,writer,J.R.R. Tolkien,1892.0,1973.0,"tt0903624,tt0120737,tt0167260,tt0167261"
nm0909638,writer,Fran Walsh,1959.0,,"tt0167261,tt0120737,tt0360717,tt0167260"
nm0909638,writer,Fran Walsh,1959.0,,"tt0167261,tt0120737,tt0360717,tt0167260"
nm0909638,writer,Fran Walsh,1959.0,,"tt0167261,tt0120737,tt0360717,tt0167260"
nm0909638,writer,Fran Walsh,1959.0,,"tt0167261,tt0120737,tt0360717,tt0167260"
nm0909638,writer,Fran Walsh,1959.0,,"tt0167261,tt0120737,tt0360717,tt0167260"
nm0909638,writer,Fran Walsh,1959.0,,"tt0167261,tt0120737,tt0360717,tt0167260"
nm0101991,writer,Philippa Boyens,,,"tt0167260,tt0167261,tt0360717,tt0120737"
nm0101991,writer,Philippa Boyens,,,"tt0167260,tt0167261,tt0360717,tt0120737"
nm0101991,writer,Philippa Boyens,,,"tt0167260,tt0167261,tt0360717,tt0120737"
nm0101991,writer,Philippa Boyens,,,"tt0167260,tt0167261,tt0360717,tt0120737"
nm0101991,writer,Philippa Boyens,,,"tt0167260,tt0167261,tt0360717,tt0120737"
nm0101991,writer,Philippa Boyens,,,"tt0167260,tt0167261,tt0360717,tt0120737"
nm0000149,actress,Jodie Foster,1962.0,,"tt0075314,tt0102926,tt0118884,tt0476964"
nm0000149,director,Jodie Foster,1962.0,,"tt0075314,tt0102926,tt0118884,tt0476964"
nm0000149,actress,Jodie Foster,1962.0,,"tt0075314,tt0102926,tt0118884,tt0476964"
nm0000164,actor,Anthony Hopkins,1937.0,,"tt0412080,tt0102926,tt0975645,tt0212985"
nm0000164,actor,Anthony Hopkins,1937.0,,"tt0412080,tt0102926,tt0975645,tt0212985"
nm0000164,actor,Anthony Hopkins,1937.0,,"tt0412080,tt0102926,tt0975645,tt0212985"
nm0000164,actor,Anthony Hopkins,1937.0,,"tt0412080,tt0102926,tt0975645,tt0212985"
nm0095029,actor,Lawrence A. Bonney,,,tt0102926
nm0501435,actress,Kasi Lemmons,1961.0,,"tt0102926,tt4648786,tt0103919,tt0119080"
nm0001129,director,Jonathan Demme,1944.0,2017.0,"tt1084950,tt0107818,tt0102926,tt0268126"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0365383,writer,Thomas Harris,1940.0,,"tt0367959,tt0289765,tt0102926,tt0091474"
nm0848217,writer,Ted Tally,1952.0,,"tt0289765,tt0102926,tt0149624,tt0183523"
nm0000172,actor,Harvey Keitel,1939.0,,"tt2278388,tt0110912,tt0105236,tt0103759"
nm0000619,actor,Tim Roth,1961.0,,"tt3460252,tt0114287,tt0110912,tt0133152"
nm0000514,actor,Michael Madsen,1957.0,,"tt3460252,tt0266697,tt0114508,tt0105236"
nm0001606,actor,Chris Penn,1965.0,2006.0,"tt0108122,tt0087277,tt0108399,tt0105236"
nm0000233,director,Quentin Tarantino,1963.0,,"tt7131622,tt3460252,tt0105236,tt0110912"
nm0000233,director,Quentin Tarantino,1963.0,,"tt7131622,tt3460252,tt0105236,tt0110912"
nm0000233,director,Quentin Tarantino,1963.0,,"tt7131622,tt3460252,tt0105236,tt0110912"
nm0000233,director,Quentin Tarantino,1963.0,,"tt7131622,tt3460252,tt0105236,tt0110912"
nm0000233,director,Quentin Tarantino,1963.0,,"tt7131622,tt3460252,tt0105236,tt0110912"
nm0000233,director,Quentin Tarantino,1963.0,,"tt7131622,tt3460252,tt0105236,tt0110912"
nm0000812,writer,Roger Avary,1965.0,,"tt0442933,tt0110912,tt0110265,tt0105236"
nm0000812,writer,Roger Avary,1965.0,,"tt0442933,tt0110912,tt0110265,tt0105236"
nm0000093,actor,Brad Pitt,1963.0,,"tt2935510,tt1210166,tt0356910,tt0114746"
nm0000093,actor,Brad Pitt,1963.0,,"tt2935510,tt1210166,tt0356910,tt0114746"
nm0000093,actor,Brad Pitt,1963.0,,"tt2935510,tt1210166,tt0356910,tt0114746"
nm0000093,actor,Brad Pitt,1963.0,,"tt2935510,tt1210166,tt0356910,tt0114746"
nm0000093,actor,Brad Pitt,1963.0,,"tt2935510,tt1210166,tt0356910,tt0114746"
nm0000093,actor,Brad Pitt,1963.0,,"tt2935510,tt1210166,tt0356910,tt0114746"
nm0000093,actor,Brad Pitt,1963.0,,"tt2935510,tt1210166,tt0356910,tt0114746"
nm0000093,actor,Brad Pitt,1963.0,,"tt2935510,tt1210166,tt0356910,tt0114746"
nm0000093,actor,Brad Pitt,1963.0,,"tt2935510,tt1210166,tt0356910,tt0114746"
nm0000093,actor,Brad Pitt,1963.0,,"tt2935510,tt1210166,tt0356910,tt0114746"
nm0000093,actor,Brad Pitt,1963.0,,"tt2935510,tt1210166,tt0356910,tt0114746"
nm0001570,actor,Edward Norton,1969.0,,"tt2562232,tt0137523,tt0117381,tt0120586"
nm0001570,actor,Edward Norton,1969.0,,"tt2562232,tt0137523,tt0117381,tt0120586"
nm0001570,actor,Edward Norton,1969.0,,"tt2562232,tt0137523,tt0117381,tt0120586"
nm0001570,actor,Edward Norton,1969.0,,"tt2562232,tt0137523,tt0117381,tt0120586"
nm0001533,actor,Meat Loaf,1947.0,2022.0,"tt0137523,tt0227984,tt0120185,tt0073629"
nm0340260,actor,Zach Grenier,1954.0,,"tt2249007,tt0137523,tt0348914,tt8134186"
nm0000399,director,David Fincher,1962.0,,"tt0114369,tt0443706,tt1285016,tt2267998"
nm0000399,director,David Fincher,1962.0,,"tt0114369,tt0443706,tt1285016,tt2267998"
nm0000399,director,David Fincher,1962.0,,"tt0114369,tt0443706,tt1285016,tt2267998"
nm0000399,director,David Fincher,1962.0,,"tt0114369,tt0443706,tt1285016,tt2267998"
nm0000399,director,David Fincher,1962.0,,"tt0114369,tt0443706,tt1285016,tt2267998"
nm0657333,writer,Chuck Palahniuk,1962.0,,"tt0137523,tt4546372,tt1024715,tt1773686"
nm0880243,writer,Jim Uhls,1957.0,,"tt4546514,tt0489099,tt2082453,tt0137523"
nm0000293,actor,Sean Bean,1959.0,,"tt0167261,tt0944947,tt0120737,tt1181791"
nm0000293,actor,Sean Bean,1959.0,,"tt0167261,tt0944947,tt0120737,tt1181791"
nm0000237,actor,John Travolta,1954.0,,"tt0110912,tt0076666,tt0113161,tt0077631"
nm0000237,actor,John Travolta,1954.0,,"tt0110912,tt0076666,tt0113161,tt0077631"
nm0000237,actor,John Travolta,1954.0,,"tt0110912,tt0076666,tt0113161,tt0077631"
nm0000237,actor,John Travolta,1954.0,,"tt0110912,tt0076666,tt0113161,tt0077631"
nm0000235,actress,Uma Thurman,1970.0,,"tt0118688,tt0378194,tt0266697,tt0110912"
nm0000168,actor,Samuel L. Jackson,1948.0,,"tt3460252,tt0417148,tt4154664,tt0110912"
nm0000168,actor,Samuel L. Jackson,1948.0,,"tt3460252,tt0417148,tt4154664,tt0110912"
nm0000168,actor,Samuel L. Jackson,1948.0,,"tt3460252,tt0417148,tt4154664,tt0110912"
nm0000168,actor,Samuel L. Jackson,1948.0,,"tt3460252,tt0417148,tt4154664,tt0110912"
nm0000168,actor,Samuel L. Jackson,1948.0,,"tt3460252,tt0417148,tt4154664,tt0110912"
nm0000246,actor,Bruce Willis,1955.0,,"tt0167404,tt0088571,tt0095016,tt0110912"
nm0000246,actor,Bruce Willis,1955.0,,"tt0167404,tt0088571,tt0095016,tt0110912"
nm0000246,actor,Bruce Willis,1955.0,,"tt0167404,tt0088571,tt0095016,tt0110912"
nm0000246,actor,Bruce Willis,1955.0,,"tt0167404,tt0088571,tt0095016,tt0110912"
nm0000246,actor,Bruce Willis,1955.0,,"tt0167404,tt0088571,tt0095016,tt0110912"
nm0801728,writer,Stephen Sinclair,,,"tt0167261,tt0097858,tt0103873,tt1340119"
nm0000288,actor,Christian Bale,1974.0,,"tt0468569,tt1800241,tt0372784,tt0964517"
nm0000288,actor,Christian Bale,1974.0,,"tt0468569,tt1800241,tt0372784,tt0964517"
nm0000288,actor,Christian Bale,1974.0,,"tt0468569,tt1800241,tt0372784,tt0964517"
nm0000288,actor,Christian Bale,1974.0,,"tt0468569,tt1800241,tt0372784,tt0964517"
nm0000288,actor,Christian Bale,1974.0,,"tt0468569,tt1800241,tt0372784,tt0964517"
nm0000288,actor,Christian Bale,1974.0,,"tt0468569,tt1800241,tt0372784,tt0964517"
nm0000288,actor,Christian Bale,1974.0,,"tt0468569,tt1800241,tt0372784,tt0964517"
nm0000288,actor,Christian Bale,1974.0,,"tt0468569,tt1800241,tt0372784,tt0964517"
nm0000288,actor,Christian Bale,1974.0,,"tt0468569,tt1800241,tt0372784,tt0964517"
nm0000288,actor,Christian Bale,1974.0,,"tt0468569,tt1800241,tt0372784,tt0964517"
nm0000288,actor,Christian Bale,1974.0,,"tt0468569,tt1800241,tt0372784,tt0964517"
nm0000288,actor,Christian Bale,1974.0,,"tt0468569,tt1800241,tt0372784,tt0964517"
nm0413168,actor,Hugh Jackman,1968.0,,"tt0120903,tt3315342,tt0458525,tt1707386"
nm0413168,actor,Hugh Jackman,1968.0,,"tt0120903,tt3315342,tt0458525,tt1707386"
nm0413168,actor,Hugh Jackman,1968.0,,"tt0120903,tt3315342,tt0458525,tt1707386"
nm0413168,actor,Hugh Jackman,1968.0,,"tt0120903,tt3315342,tt0458525,tt1707386"
nm0413168,actor,Hugh Jackman,1968.0,,"tt0120903,tt3315342,tt0458525,tt1707386"
nm0424060,actress,Scarlett Johansson,1984.0,,"tt1798709,tt0848228,tt0335266,tt1441395"
nm0424060,actress,Scarlett Johansson,1984.0,,"tt1798709,tt0848228,tt0335266,tt1441395"
nm0424060,actress,Scarlett Johansson,1984.0,,"tt1798709,tt0848228,tt0335266,tt1441395"
nm0424060,actress,Scarlett Johansson,1984.0,,"tt1798709,tt0848228,tt0335266,tt1441395"
nm0424060,actress,Scarlett Johansson,1984.0,,"tt1798709,tt0848228,tt0335266,tt1441395"
nm0424060,actress,Scarlett Johansson,1984.0,,"tt1798709,tt0848228,tt0335266,tt1441395"
nm0424060,actress,Scarlett Johansson,1984.0,,"tt1798709,tt0848228,tt0335266,tt1441395"
nm0000323,actor,Michael Caine,1933.0,,"tt0258068,tt0468569,tt0482571,tt0124315"
nm0000323,actor,Michael Caine,1933.0,,"tt0258068,tt0468569,tt0482571,tt0124315"
nm0000323,actor,Michael Caine,1933.0,,"tt0258068,tt0468569,tt0482571,tt0124315"
nm0634300,writer,Jonathan Nolan,1976.0,,"tt0475784,tt0816692,tt0482571,tt0468569"
nm0634300,writer,Jonathan Nolan,1976.0,,"tt0475784,tt0816692,tt0482571,tt0468569"
nm0634300,writer,Jonathan Nolan,1976.0,,"tt0475784,tt0816692,tt0482571,tt0468569"
nm0634300,director,Jonathan Nolan,1976.0,,"tt0475784,tt0816692,tt0482571,tt0468569"
nm0634300,writer,Jonathan Nolan,1976.0,,"tt0475784,tt0816692,tt0482571,tt0468569"
nm0634300,writer,Jonathan Nolan,1976.0,,"tt0475784,tt0816692,tt0482571,tt0468569"
nm0634300,writer,Jonathan Nolan,1976.0,,"tt0475784,tt0816692,tt0482571,tt0468569"
nm0634300,writer,Jonathan Nolan,1976.0,,"tt0475784,tt0816692,tt0482571,tt0468569"
nm0634300,writer,Jonathan Nolan,1976.0,,"tt0475784,tt0816692,tt0482571,tt0468569"
nm0634300,writer,Jonathan Nolan,1976.0,,"tt0475784,tt0816692,tt0482571,tt0468569"
nm0634300,writer,Jonathan Nolan,1976.0,,"tt0475784,tt0816692,tt0482571,tt0468569"
